time,temperature_2m (°C),rain (mm),snowfall (cm),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h),soil_temperature_0cm (°C)
2023-08-08T07:00,24.1,0.00,0.00,18.7,81,32.0,18.0
2023-08-08T08:00,25.0,0.00,0.00,24.8,85,41.8,18.7
2023-08-08T09:00,26.2,0.00,0.00,27.7,79,46.4,19.7
2023-08-08T10:00,26.3,0.00,0.00,21.6,78,46.4,20.1
2023-08-08T11:00,26.6,0.00,0.00,25.9,97,47.5,20.6
2023-08-08T12:00,25.9,0.00,0.00,28.4,99,50.8,21.2
2023-08-08T13:00,25.9,0.00,0.00,28.4,93,50.0,20.5
2023-08-08T14:00,26.5,0.00,0.00,24.5,94,49.0,20.0
2023-08-08T15:00,26.4,0.00,0.00,20.5,86,43.9,19.9
2023-08-08T16:00,25.5,0.00,0.00,28.8,85,50.4,20.1
2023-08-08T17:00,24.6,0.00,0.00,23.8,88,47.9,19.4
2023-08-08T18:00,23.2,0.00,0.00,15.1,95,41.8,18.9
2023-08-08T19:00,22.0,0.00,0.00,14.8,137,25.9,17.7
2023-08-08T20:00,21.2,0.00,0.00,11.5,83,38.5,16.8
2023-08-08T21:00,20.6,0.00,0.00,12.6,65,27.4,16.6
2023-08-08T22:00,20.1,0.00,0.00,9.4,67,21.6,16.2
2023-08-08T23:00,20.0,0.00,0.00,9.4,35,15.5,16.0
2023-08-09T00:00,19.2,0.00,0.00,10.4,121,24.5,15.7
2023-08-09T01:00,18.7,0.00,0.00,14.0,134,25.9,15.4
2023-08-09T02:00,18.0,0.00,0.00,10.8,124,25.6,15.2
2023-08-09T03:00,17.6,0.00,0.00,13.0,118,30.6,15.2
2023-08-09T04:00,17.4,0.00,0.00,13.3,123,36.0,15.3
2023-08-09T05:00,17.6,0.00,0.00,13.7,125,33.5,15.6
2023-08-09T06:00,18.0,0.00,0.00,31.7,142,55.1,16.4
2023-08-09T07:00,18.3,0.00,0.00,33.8,149,59.4,17.0
2023-08-09T08:00,18.7,0.00,0.00,37.8,151,65.9,17.7
2023-08-09T09:00,19.4,0.00,0.00,35.3,146,64.1,18.4
2023-08-09T10:00,20.6,0.00,0.00,39.6,148,70.2,19.2
2023-08-09T11:00,21.2,0.00,0.00,39.2,148,70.6,19.7
2023-08-09T12:00,22.1,0.00,0.00,36.7,149,69.5,19.7
2023-08-09T13:00,22.1,0.00,0.00,34.2,152,65.2,19.7
2023-08-09T14:00,22.5,0.00,0.00,32.4,156,60.5,19.7
2023-08-09T15:00,23.0,0.00,0.00,28.4,153,56.5,19.6
2023-08-09T16:00,22.5,0.00,0.00,28.8,153,51.5,19.1
2023-08-09T17:00,22.1,0.00,0.00,27.4,157,50.4,18.4
2023-08-09T18:00,21.7,0.00,0.00,26.3,158,45.4,17.5
2023-08-09T19:00,20.0,0.00,0.00,17.3,147,45.0,16.5
2023-08-09T20:00,19.1,0.00,0.00,16.9,141,29.5,15.7
2023-08-09T21:00,17.9,0.00,0.00,13.0,126,26.3,15.0
2023-08-09T22:00,17.1,0.00,0.00,15.1,124,25.2,14.5
2023-08-09T23:00,16.8,0.00,0.00,13.3,129,25.6,14.0
2023-08-10T00:00,16.2,0.00,0.00,13.7,131,23.8,13.3
2023-08-10T01:00,15.2,0.00,0.00,14.4,135,23.8,12.8
2023-08-10T02:00,15.4,0.00,0.00,14.0,148,25.9,12.3
2023-08-10T03:00,15.0,0.00,0.00,10.4,168,22.7,11.8
2023-08-10T04:00,14.3,0.00,0.00,9.4,152,17.6,12.6
2023-08-10T05:00,14.4,0.00,0.00,8.6,153,15.8,14.3
2023-08-10T06:00,15.4,0.00,0.00,6.5,117,14.4,15.5
2023-08-10T07:00,16.3,0.00,0.00,8.3,73,17.3,16.8
2023-08-10T08:00,18.0,0.00,0.00,10.8,79,22.3,17.7
2023-08-10T09:00,19.1,0.00,0.00,12.6,79,25.6,18.8
2023-08-10T10:00,20.3,0.00,0.00,9.4,78,25.6,19.2
2023-08-10T11:00,20.6,0.00,0.00,5.8,82,21.6,19.4
2023-08-10T12:00,21.3,0.00,0.00,7.2,246,20.5,19.7
2023-08-10T13:00,19.1,0.00,0.00,11.5,257,27.4,19.9
2023-08-10T14:00,19.6,0.00,0.00,8.3,322,22.0,19.6
2023-08-10T15:00,20.0,0.00,0.00,8.3,337,19.1,19.5
2023-08-10T16:00,19.2,0.00,0.00,11.2,348,21.6,19.2
2023-08-10T17:00,19.2,0.00,0.00,7.6,356,20.5,18.5
2023-08-10T18:00,18.7,0.10,0.00,7.6,194,14.4,17.4
2023-08-10T19:00,18.0,0.00,0.00,3.2,26,7.6,16.2
2023-08-10T20:00,17.2,0.00,0.00,6.8,119,10.4,14.9
2023-08-10T21:00,16.7,0.00,0.00,5.4,137,10.4,13.8
2023-08-10T22:00,16.0,0.00,0.00,9.7,149,16.2,13.9
2023-08-10T23:00,14.6,0.00,0.00,9.4,179,16.2,14.0
2023-08-11T00:00,14.1,0.00,0.00,12.6,171,21.2,13.2
2023-08-11T01:00,13.1,0.00,0.00,9.0,176,23.8,13.0
2023-08-11T02:00,12.2,0.00,0.00,7.2,166,14.8,13.1
2023-08-11T03:00,11.9,0.00,0.00,4.7,171,11.5,12.9
2023-08-11T04:00,12.3,0.00,0.00,1.4,284,6.5,13.2
2023-08-11T05:00,12.9,0.00,0.00,2.2,39,4.7,13.5
2023-08-11T06:00,13.8,0.00,0.00,4.3,31,7.6,14.8
2023-08-11T07:00,15.4,0.00,0.00,6.8,83,12.6,15.6
2023-08-11T08:00,16.7,0.00,0.00,11.2,82,20.2,16.3
2023-08-11T09:00,17.9,0.00,0.00,9.4,87,19.8,17.0
2023-08-11T10:00,18.7,0.00,0.00,8.6,78,18.0,17.4
2023-08-11T11:00,18.2,0.00,0.00,11.5,82,21.6,17.2
2023-08-11T12:00,17.9,0.00,0.00,6.8,77,21.2,17.5
2023-08-11T13:00,18.5,0.00,0.00,5.8,77,16.9,17.3
2023-08-11T14:00,18.8,0.10,0.00,11.5,254,21.2,17.7
2023-08-11T15:00,19.0,0.60,0.00,7.6,263,22.0,17.3
2023-08-11T16:00,18.1,0.90,0.00,9.4,288,20.9,17.1
2023-08-11T17:00,17.5,0.00,0.00,3.2,354,16.6,16.3
2023-08-11T18:00,16.5,0.00,0.00,4.7,105,8.3,15.4
2023-08-11T19:00,15.0,0.00,0.00,5.0,221,13.7,14.7
2023-08-11T20:00,14.2,0.00,0.00,5.0,184,9.4,14.0
2023-08-11T21:00,13.6,0.00,0.00,3.6,202,7.9,13.7
2023-08-11T22:00,13.6,0.00,0.00,3.2,188,7.2,13.5
2023-08-11T23:00,13.3,0.00,0.00,2.5,145,5.4,13.4
2023-08-12T00:00,13.4,0.00,0.00,0.7,294,3.6,13.2
2023-08-12T01:00,13.3,0.00,0.00,1.4,225,4.3,13.0
2023-08-12T02:00,12.8,0.00,0.00,2.2,42,3.6,12.5
2023-08-12T03:00,12.3,0.00,0.00,4.7,0,7.2,12.5
2023-08-12T04:00,11.9,0.00,0.00,5.8,352,9.7,12.8
2023-08-12T05:00,13.0,0.00,0.00,4.7,3,9.4,13.9
2023-08-12T06:00,14.6,0.00,0.00,5.0,81,10.1,15.1
2023-08-12T07:00,15.8,0.00,0.00,6.8,108,14.0,15.6
2023-08-12T08:00,17.1,0.00,0.00,6.5,144,15.1,17.0
2023-08-12T09:00,18.7,0.00,0.00,7.9,181,17.3,16.9
2023-08-12T10:00,18.1,0.00,0.00,9.4,217,20.2,15.8
2023-08-12T11:00,18.7,0.00,0.00,9.7,249,20.5,15.4
2023-08-12T12:00,17.7,0.00,0.00,13.0,217,24.5,14.8
2023-08-12T13:00,17.1,0.00,0.00,9.0,190,21.2,15.5
2023-08-12T14:00,17.2,0.00,0.00,16.9,198,29.9,15.3
2023-08-12T15:00,15.8,0.00,0.00,16.6,197,30.6,15.5
2023-08-12T16:00,15.1,0.00,0.00,10.8,202,25.2,15.1
2023-08-12T17:00,14.6,0.10,0.00,10.1,197,19.1,14.9
2023-08-12T18:00,14.4,0.20,0.00,9.4,185,17.6,14.4
2023-08-12T19:00,13.8,0.00,0.00,10.4,198,19.4,14.1
2023-08-12T20:00,13.9,0.00,0.00,9.7,205,19.4,14.0
2023-08-12T21:00,13.9,0.00,0.00,7.9,197,16.6,14.0
2023-08-12T22:00,14.1,0.00,0.00,6.8,162,13.3,14.0
2023-08-12T23:00,14.1,0.00,0.00,9.4,165,15.5,13.9
2023-08-13T00:00,14.1,0.00,0.00,9.7,181,16.6,14.0
2023-08-13T01:00,14.1,0.00,0.00,11.5,190,19.8,13.9
2023-08-13T02:00,14.0,0.00,0.00,12.2,187,20.5,13.7
2023-08-13T03:00,13.6,0.00,0.00,12.6,191,21.6,13.5
2023-08-13T04:00,13.4,0.00,0.00,11.9,176,21.6,13.6
2023-08-13T05:00,13.9,0.00,0.00,9.4,181,20.2,14.4
2023-08-13T06:00,14.6,0.00,0.00,6.8,184,16.6,15.1
2023-08-13T07:00,16.0,0.00,0.00,3.6,158,13.7,16.1
2023-08-13T08:00,17.5,0.00,0.00,4.0,125,11.9,16.8
2023-08-13T09:00,17.9,0.00,0.00,2.9,108,11.9,17.4
2023-08-13T10:00,18.6,0.00,0.00,7.2,338,16.2,18.0
2023-08-13T11:00,19.5,0.00,0.00,11.5,346,22.3,18.4
2023-08-13T12:00,20.3,0.00,0.00,14.4,352,26.3,19.1
2023-08-13T13:00,20.3,0.00,0.00,15.5,359,27.7,19.2
2023-08-13T14:00,19.8,0.00,0.00,16.6,6,28.8,18.9
2023-08-13T15:00,20.2,0.00,0.00,14.8,13,29.2,18.5
2023-08-13T16:00,20.0,0.80,0.00,9.4,81,25.9,17.8
2023-08-13T17:00,19.3,0.20,0.00,10.4,37,20.9,17.1
2023-08-13T18:00,18.9,0.00,0.00,12.2,73,21.6,16.4
2023-08-13T19:00,18.5,0.00,0.00,5.4,62,13.0,15.6
2023-08-13T20:00,17.9,0.00,0.00,5.8,95,10.8,14.9
2023-08-13T21:00,17.3,0.00,0.00,7.6,97,12.6,14.4
2023-08-13T22:00,16.8,0.00,0.00,6.8,109,11.2,13.9
2023-08-13T23:00,16.2,0.00,0.00,6.8,113,10.1,13.5
2023-08-14T00:00,15.8,0.00,0.00,7.2,107,10.1,13.1
2023-08-14T01:00,15.1,0.00,0.00,7.2,111,10.1,12.6
2023-08-14T02:00,14.8,0.00,0.00,7.2,111,10.1,12.3
2023-08-14T03:00,14.6,0.00,0.00,7.6,105,10.8,12.4
2023-08-14T04:00,15.0,0.00,0.00,7.6,98,11.2,12.9
2023-08-14T05:00,15.8,0.00,0.00,6.1,107,11.2,13.9
2023-08-14T06:00,16.7,0.00,0.00,5.4,124,9.4,15.2
2023-08-14T07:00,17.4,0.00,0.00,8.3,174,14.4,15.5
2023-08-14T08:00,18.5,0.00,0.00,19.4,195,34.2,16.0
2023-08-14T09:00,17.0,0.00,0.00,23.8,193,41.8,15.6
2023-08-14T10:00,16.3,0.00,0.00,27.4,191,47.5,16.1
2023-08-14T11:00,15.9,0.00,0.00,23.4,192,47.9,16.0
2023-08-14T12:00,15.7,2.70,0.00,22.0,192,40.7,15.4
2023-08-14T13:00,15.8,1.10,0.00,22.3,207,40.3,15.3
2023-08-14T14:00,16.3,0.00,0.00,22.0,218,38.9,15.4
2023-08-14T15:00,16.7,0.00,0.00,19.1,210,38.5,14.9
2023-08-14T16:00,16.2,0.00,0.00,21.2,212,36.4,15.2
2023-08-14T17:00,15.9,0.00,0.00,20.5,211,37.8,14.8
2023-08-14T18:00,15.5,0.00,0.00,16.9,205,36.0,14.5
2023-08-14T19:00,15.2,0.00,0.00,15.8,194,27.7,14.2
2023-08-14T20:00,14.7,0.00,0.00,13.7,193,27.4,13.9
2023-08-14T21:00,14.4,0.00,0.00,14.8,184,24.8,13.8
2023-08-14T22:00,14.5,0.00,0.00,13.7,182,25.9,13.7
2023-08-14T23:00,14.5,0.00,0.00,16.9,200,28.8,13.5
2023-08-15T00:00,14.4,0.00,0.00,15.1,201,29.5,13.6
2023-08-15T01:00,14.3,0.00,0.00,15.1,192,25.9,13.5
2023-08-15T02:00,14.1,0.00,0.00,17.3,191,29.5,13.4
2023-08-15T03:00,14.1,0.00,0.00,18.0,190,31.3,13.4
2023-08-15T04:00,14.0,0.00,0.00,19.4,189,33.1,13.7
2023-08-15T05:00,13.9,0.00,0.00,19.1,189,33.5,13.8
2023-08-15T06:00,14.1,0.00,0.00,17.6,186,32.4,14.3
2023-08-15T07:00,14.4,0.00,0.00,17.3,195,33.5,14.8
2023-08-15T08:00,15.0,0.00,0.00,16.2,190,29.9,15.6
2023-08-15T09:00,15.9,0.00,0.00,15.1,191,28.8,16.3
2023-08-15T10:00,16.9,0.00,0.00,12.2,197,27.7,17.0
2023-08-15T11:00,17.7,0.00,0.00,9.7,201,23.4,17.6
2023-08-15T12:00,18.4,0.00,0.00,8.3,229,20.2,17.8
2023-08-15T13:00,18.5,0.00,0.00,8.3,308,18.4,17.8
2023-08-15T14:00,17.9,0.00,0.00,11.2,343,22.0,17.6
2023-08-15T15:00,17.2,0.00,0.00,13.3,354,23.8,17.5
2023-08-15T16:00,17.3,0.00,0.00,14.4,360,25.2,16.8
2023-08-15T17:00,17.5,0.00,0.00,15.1,9,26.3,16.0
2023-08-15T18:00,16.6,0.00,0.00,14.4,12,25.9,15.2
2023-08-15T19:00,15.7,0.00,0.00,15.8,9,25.9,14.3
2023-08-15T20:00,14.7,0.00,0.00,15.1,11,25.6,13.7
2023-08-15T21:00,14.0,0.00,0.00,14.4,9,24.5,13.5
2023-08-15T22:00,13.7,0.00,0.00,13.0,10,22.3,13.4
2023-08-15T23:00,13.5,0.00,0.00,8.6,17,20.5,13.3
2023-08-16T00:00,13.5,0.00,0.00,9.4,355,14.4,13.6
2023-08-16T01:00,13.5,0.00,0.00,11.5,354,18.4,13.6
2023-08-16T02:00,13.5,0.00,0.00,10.1,5,18.7,13.4
2023-08-16T03:00,13.2,0.00,0.00,10.4,347,16.2,13.6
2023-08-16T04:00,13.5,0.00,0.00,12.2,354,20.2,13.7
2023-08-16T05:00,13.4,0.00,0.00,13.3,355,22.0,13.9
2023-08-16T06:00,13.5,0.00,0.00,16.6,359,27.7,14.1
2023-08-16T07:00,14.3,0.00,0.00,20.5,358,34.9,14.4
2023-08-16T08:00,15.0,0.00,0.00,23.4,357,39.2,14.5
2023-08-16T09:00,14.9,0.00,0.00,25.9,352,43.2,15.0
2023-08-16T10:00,15.0,0.00,0.00,23.0,350,45.4,15.1
2023-08-16T11:00,15.5,0.00,0.00,21.2,345,38.9,15.4
2023-08-16T12:00,15.7,0.00,0.00,18.7,344,36.0,15.6
2023-08-16T13:00,15.4,0.00,0.00,20.5,338,34.9,15.5
2023-08-16T14:00,14.9,0.00,0.00,24.5,336,41.0,15.5
2023-08-16T15:00,14.7,0.00,0.00,20.9,342,41.4,14.7
2023-08-16T16:00,14.4,0.00,0.00,18.4,338,32.4,14.5
2023-08-16T17:00,13.7,0.00,0.00,19.1,333,31.3,14.0
2023-08-16T18:00,13.2,0.00,0.00,21.2,336,34.2,14.0
2023-08-16T19:00,13.0,0.00,0.00,22.0,339,36.0,13.8
2023-08-16T20:00,12.7,0.00,0.00,19.8,338,35.6,13.6
2023-08-16T21:00,12.4,0.00,0.00,20.2,337,32.4,13.2
2023-08-16T22:00,12.3,0.00,0.00,19.4,339,33.1,13.1
2023-08-16T23:00,12.2,0.00,0.00,18.4,340,31.7,13.0
2023-08-17T00:00,12.2,0.00,0.00,19.1,339,31.0,12.8
2023-08-17T01:00,12.0,0.00,0.00,19.4,346,31.3,12.6
2023-08-17T02:00,12.3,0.00,0.00,19.4,349,32.0,12.3
2023-08-17T03:00,12.3,0.00,0.00,17.3,350,31.3,11.9
2023-08-17T04:00,11.9,0.00,0.00,15.5,354,28.8,11.9
2023-08-17T05:00,12.0,0.00,0.00,13.0,360,24.8,12.4
2023-08-17T06:00,12.2,0.00,0.00,10.8,359,21.2,13.0
2023-08-17T07:00,12.5,0.00,0.00,9.4,354,17.6,13.6
2023-08-17T08:00,13.6,0.00,0.00,10.4,348,20.2,14.3
2023-08-17T09:00,13.9,0.00,0.00,13.3,350,25.2,15.1
2023-08-17T10:00,14.1,0.00,0.00,10.1,345,20.9,15.1
2023-08-17T11:00,13.8,0.00,0.00,11.2,344,23.0,15.4
2023-08-17T12:00,14.5,0.00,0.00,11.2,349,23.4,15.1
2023-08-17T13:00,14.9,0.00,0.00,12.6,335,25.6,15.4
2023-08-17T14:00,14.7,0.00,0.00,13.3,334,26.3,15.3
2023-08-17T15:00,14.7,0.00,0.00,14.0,337,27.0,15.1
2023-08-17T16:00,14.4,0.00,0.00,13.7,344,25.6,14.6
2023-08-17T17:00,14.0,0.00,0.00,14.0,352,25.9,13.8
2023-08-17T18:00,13.3,0.00,0.00,13.7,12,24.8,13.0
2023-08-17T19:00,12.8,0.00,0.00,11.5,15,21.6,12.0
2023-08-17T20:00,12.5,0.00,0.00,9.0,17,18.4,11.3
2023-08-17T21:00,12.2,0.00,0.00,7.9,25,14.4,10.6
2023-08-17T22:00,11.4,0.00,0.00,6.8,40,10.8,10.4
2023-08-17T23:00,10.5,0.00,0.00,7.6,29,11.2,10.2
2023-08-18T00:00,9.7,0.00,0.00,8.6,30,12.6,10.0
2023-08-18T01:00,9.4,0.00,0.00,9.7,33,14.4,9.8
2023-08-18T02:00,8.9,0.00,0.00,9.7,29,14.8,9.7
2023-08-18T03:00,9.2,0.00,0.00,10.1,21,15.1,9.4
2023-08-18T04:00,8.6,0.00,0.00,9.7,31,15.1,9.8
2023-08-18T05:00,9.9,0.00,0.00,10.4,41,17.3,10.9
2023-08-18T06:00,11.4,0.00,0.00,11.9,51,20.5,12.0
2023-08-18T07:00,13.0,0.00,0.00,12.2,58,22.3,13.2
2023-08-18T08:00,14.3,0.00,0.00,10.8,55,22.3,14.2
2023-08-18T09:00,15.1,0.00,0.00,11.2,50,22.3,15.4
2023-08-18T10:00,16.0,0.00,0.00,14.0,16,26.6,16.2
2023-08-18T11:00,16.1,0.00,0.00,14.8,17,28.1,16.8
2023-08-18T12:00,16.5,0.00,0.00,17.3,11,31.0,17.0
2023-08-18T13:00,16.8,0.00,0.00,17.3,11,31.0,17.1
2023-08-18T14:00,16.8,0.00,0.00,18.4,11,31.7,17.0
2023-08-18T15:00,16.7,0.00,0.00,18.4,13,32.0,16.4
2023-08-18T16:00,16.7,0.00,0.00,18.4,16,32.8,15.7
2023-08-18T17:00,16.7,0.00,0.00,17.3,18,30.6,15.0
2023-08-18T18:00,15.9,0.00,0.00,13.3,21,28.4,14.4
2023-08-18T19:00,14.8,0.00,0.00,10.8,11,20.5,13.4
2023-08-18T20:00,13.2,0.00,0.00,9.7,5,16.9,12.8
2023-08-18T21:00,12.3,0.00,0.00,9.0,3,14.4,12.2
2023-08-18T22:00,12.1,0.00,0.00,7.2,9,13.7,12.0
2023-08-18T23:00,11.6,0.00,0.00,6.5,26,10.4,11.8
2023-08-19T00:00,11.1,0.00,0.00,5.8,43,9.4,11.7
2023-08-19T01:00,10.7,0.00,0.00,2.9,61,7.2,11.6
2023-08-19T02:00,10.5,0.00,0.00,3.2,60,4.7,11.5
2023-08-19T03:00,10.2,0.00,0.00,3.2,64,5.0,11.1
2023-08-19T04:00,10.3,0.00,0.00,4.0,43,6.1,11.6
2023-08-19T05:00,11.6,0.00,0.00,2.2,72,5.8,12.6
2023-08-19T06:00,13.7,0.00,0.00,1.8,58,3.2,13.9
2023-08-19T07:00,16.0,0.00,0.00,3.2,83,6.8,15.2
2023-08-19T08:00,18.3,0.00,0.00,4.0,98,9.4,16.3
2023-08-19T09:00,20.1,0.00,0.00,3.2,116,10.4,17.9
2023-08-19T10:00,20.7,0.00,0.00,3.6,139,12.2,18.6
2023-08-19T11:00,21.3,0.00,0.00,3.2,144,13.0,19.2
2023-08-19T12:00,21.3,0.00,0.00,8.3,339,18.4,19.7
2023-08-19T13:00,20.4,0.00,0.00,11.2,349,21.6,19.8
2023-08-19T14:00,20.5,0.00,0.00,12.6,355,23.4,19.6
2023-08-19T15:00,20.5,0.00,0.00,14.0,4,25.2,19.3
2023-08-19T16:00,20.7,0.00,0.00,14.4,16,25.6,18.4
2023-08-19T17:00,19.9,0.00,0.00,12.2,24,24.5,17.5
2023-08-19T18:00,19.4,0.00,0.00,9.7,34,19.8,16.4
2023-08-19T19:00,17.7,0.00,0.00,9.0,68,15.8,15.1
2023-08-19T20:00,15.5,0.00,0.00,8.3,96,14.4,14.4
2023-08-19T21:00,14.1,0.00,0.00,9.4,110,15.5,13.7
2023-08-19T22:00,13.8,0.00,0.00,9.4,120,14.0,13.2
2023-08-19T23:00,13.9,0.00,0.00,10.4,88,15.5,12.8
2023-08-20T00:00,15.0,0.00,0.00,10.1,99,15.8,12.8
2023-08-20T01:00,15.0,0.00,0.00,10.1,100,14.8,12.5
2023-08-20T02:00,15.3,0.00,0.00,11.2,81,16.9,12.4
2023-08-20T03:00,15.6,0.00,0.00,11.9,82,18.7,12.7
2023-08-20T04:00,16.5,0.00,0.00,11.9,83,19.1,13.1
2023-08-20T05:00,16.5,0.00,0.00,10.8,84,18.7,13.7
2023-08-20T06:00,17.0,0.00,0.00,8.6,103,16.9,14.3
2023-08-20T07:00,18.5,0.00,0.00,10.4,86,17.3,15.4
2023-08-20T08:00,19.1,0.00,0.00,10.4,124,18.4,16.0
2023-08-20T09:00,20.2,0.00,0.00,13.7,146,24.5,17.7
2023-08-20T10:00,20.5,0.00,0.00,11.2,153,20.2,17.6
2023-08-20T11:00,20.9,0.00,0.00,6.8,184,19.8,17.7
2023-08-20T12:00,21.1,0.00,0.00,5.4,184,12.2,17.2
2023-08-20T13:00,19.8,0.00,0.00,8.6,162,14.8,16.8
2023-08-20T14:00,18.9,0.00,0.00,4.3,143,14.8,16.5
2023-08-20T15:00,18.5,0.00,0.00,8.6,189,15.1,15.6
2023-08-20T16:00,17.0,0.00,0.00,17.6,232,29.5,15.1
2023-08-20T17:00,16.2,0.60,0.00,10.4,228,31.3,14.8
2023-08-20T18:00,15.6,0.70,0.00,8.3,167,17.6,14.5
2023-08-20T19:00,15.3,0.80,0.00,8.3,176,15.1,14.4
2023-08-20T20:00,15.3,0.40,0.00,8.3,187,14.0,14.3
2023-08-20T21:00,15.1,1.30,0.00,9.4,188,16.6,14.2
2023-08-20T22:00,14.9,1.40,0.00,8.3,183,16.2,14.2
2023-08-20T23:00,14.5,1.00,0.00,7.9,183,14.0,14.2
2023-08-21T00:00,14.4,0.70,0.00,8.3,184,14.0,14.1
2023-08-21T01:00,14.3,0.60,0.00,13.3,209,23.0,14.0
2023-08-21T02:00,14.3,0.40,0.00,10.8,214,22.3,14.0
2023-08-21T03:00,14.1,0.00,0.00,10.1,223,18.4,13.9
2023-08-21T04:00,13.9,0.00,0.00,8.6,212,16.6,13.9
2023-08-21T05:00,13.7,0.00,0.00,9.4,204,15.5,13.9
2023-08-21T06:00,14.2,0.10,0.00,8.6,200,15.8,13.9
2023-08-21T07:00,15.2,0.10,0.00,7.6,199,14.4,14.5
2023-08-21T08:00,15.8,0.00,0.00,6.5,204,13.0,15.1
2023-08-21T09:00,16.4,0.00,0.00,4.7,195,11.2,15.3
2023-08-21T10:00,16.7,0.00,0.00,4.0,286,8.3,15.6
2023-08-21T11:00,16.1,0.10,0.00,9.0,334,15.5,15.5
2023-08-21T12:00,17.3,0.00,0.00,6.5,356,15.5,15.3
2023-08-21T13:00,17.4,0.00,0.00,5.0,342,11.2,15.5
2023-08-21T14:00,17.1,0.00,0.00,8.6,324,16.2,15.4
2023-08-21T15:00,16.5,0.00,0.00,10.1,347,18.7,15.6
2023-08-21T16:00,15.7,0.00,0.00,12.2,354,21.2,15.5
2023-08-21T17:00,15.4,0.00,0.00,10.1,7,20.9,15.0
2023-08-21T18:00,14.8,0.00,0.00,10.1,359,17.6,14.4
2023-08-21T19:00,13.9,0.00,0.00,10.8,1,17.6,13.9
2023-08-21T20:00,13.2,0.00,0.00,10.1,5,17.6,13.8
2023-08-21T21:00,13.2,0.00,0.00,9.7,12,16.6,13.6
2023-08-21T22:00,13.0,0.00,0.00,6.5,10,15.8,13.6
2023-08-21T23:00,13.1,0.00,0.00,7.2,2,11.5,13.4
2023-08-22T00:00,13.1,0.00,0.00,7.2,10,11.9,13.4
2023-08-22T01:00,13.6,0.00,0.00,10.1,6,16.9,13.3
2023-08-22T02:00,13.5,0.00,0.00,5.4,33,16.6,13.4
2023-08-22T03:00,13.5,0.00,0.00,6.8,351,11.2,13.3
2023-08-22T04:00,13.4,0.00,0.00,6.8,23,13.0,13.1
2023-08-22T05:00,13.7,0.00,0.00,6.1,42,11.9,13.7
2023-08-22T06:00,14.3,0.00,0.00,4.0,29,10.4,14.2
2023-08-22T07:00,14.4,0.00,0.00,6.1,316,12.2,15.0
2023-08-22T08:00,14.6,0.00,0.00,5.8,336,13.0,15.4
2023-08-22T09:00,15.3,0.00,0.00,10.1,332,18.7,15.7
2023-08-22T10:00,15.9,0.00,0.00,11.9,322,21.2,16.2
2023-08-22T11:00,16.4,0.00,0.00,12.6,332,22.3,16.9
2023-08-22T12:00,16.8,0.00,0.00,13.7,342,24.5,16.8
2023-08-22T13:00,16.7,0.00,0.00,13.0,349,23.8,16.7
2023-08-22T14:00,17.0,0.00,0.00,13.7,1,24.8,16.7
2023-08-22T15:00,16.3,0.00,0.00,13.0,359,24.8,16.4
2023-08-22T16:00,15.9,0.00,0.00,12.6,2,24.1,15.7
2023-08-22T17:00,15.3,0.00,0.00,12.6,4,22.7,14.9
2023-08-22T18:00,15.3,0.00,0.00,11.5,8,21.6,14.2
2023-08-22T19:00,14.6,0.00,0.00,9.4,15,19.4,13.5
2023-08-22T20:00,14.2,0.00,0.00,6.8,3,15.1,13.1
2023-08-22T21:00,13.9,0.00,0.00,7.2,10,11.9,12.8
2023-08-22T22:00,13.3,0.00,0.00,5.0,31,10.1,12.5
2023-08-22T23:00,13.4,0.00,0.00,4.0,5,8.3,12.5
2023-08-23T00:00,13.5,0.00,0.00,4.7,322,7.2,12.5
2023-08-23T01:00,13.3,0.00,0.00,4.3,342,7.2,12.3
2023-08-23T02:00,13.4,0.00,0.00,6.1,2,9.7,12.2
2023-08-23T03:00,13.4,0.00,0.00,6.5,3,10.8,12.0
2023-08-23T04:00,13.3,0.00,0.00,5.8,12,9.7,11.9
2023-08-23T05:00,13.4,0.00,0.00,7.2,358,11.5,12.6
2023-08-23T06:00,13.6,0.00,0.00,8.6,11,15.1,13.6
2023-08-23T07:00,14.6,0.00,0.00,11.9,12,21.2,14.4
2023-08-23T08:00,15.2,0.00,0.00,14.4,13,25.6,15.1
2023-08-23T09:00,16.0,0.00,0.00,14.4,11,26.6,15.8
2023-08-23T10:00,16.5,0.00,0.00,14.0,9,26.3,16.4
2023-08-23T11:00,16.7,0.00,0.00,15.8,6,28.8,16.9
2023-08-23T12:00,16.9,0.00,0.00,17.3,2,31.0,17.5
2023-08-23T13:00,16.8,0.00,0.00,18.0,5,32.4,17.3
2023-08-23T14:00,16.8,0.00,0.00,18.7,4,33.1,16.9
2023-08-23T15:00,16.5,0.00,0.00,20.2,7,34.2,16.4
2023-08-23T16:00,16.4,0.00,0.00,20.2,10,34.6,15.7
2023-08-23T17:00,14.6,0.00,0.00,19.1,14,34.2,14.9
2023-08-23T18:00,14.0,0.00,0.00,16.9,13,32.0,14.0
2023-08-23T19:00,13.2,0.00,0.00,15.1,6,27.7,13.4
2023-08-23T20:00,13.5,0.00,0.00,14.4,4,24.5,13.1
2023-08-23T21:00,13.1,0.00,0.00,14.0,6,23.4,13.0
2023-08-23T22:00,12.8,0.00,0.00,14.0,3,23.0,13.0
